r,rr,l,f,y,Trade
"REGION1","REGION1","SEA3N","CRPPEA",2022,0
"REGION1","REGION1","SEA3N","CRPPEA",2023,0
"REGION1","REGION1","SEA3N","CRPPEA",2024,0
"REGION1","REGION1","SEA3N","CRPPEA",2025,0
"REGION1","REGION1","SEA3N","CRPPEA",2026,0
"REGION1","REGION1","SEA3N","CRPPEA",2027,0
"REGION1","REGION1","SEA3N","CRPPEA",2028,0
"REGION1","REGION1","SEA3N","CRPPEA",2029,0
"REGION1","REGION1","SEA3N","CRPPEA",2030,0
"REGION1","REGION1","SEA3N","CRPPEA",2031,0
"REGION1","REGION1","SEA3N","CRPPEA",2032,0
"REGION1","REGION1","SEA3N","CRPPEA",2033,0
"REGION1","REGION1","SEA3N","CRPPEA",2034,0
"REGION1","REGION1","SEA3N","CRPPEA",2035,0
"REGION1","REGION1","SEA3N","CRPPEA",2036,0
"REGION1","REGION1","SEA3N","CRPPEA",2037,0
"REGION1","REGION1","SEA3N","CRPPEA",2038,0
"REGION1","REGION1","SEA3N","CRPPEA",2039,0
"REGION1","REGION1","SEA3N","CRPPEA",2040,0
"REGION1","REGION1","SEA3N","CRPPEA",2041,0
"REGION1","REGION1","SEA3N","CRPPEA",2042,0
"REGION1","REGION1","SEA3N","CRPPEA",2043,0
"REGION1","REGION1","SEA3N","CRPPEA",2044,0
"REGION1","REGION1","SEA3N","CRPPEA",2045,0
"REGION1","REGION1","SEA3N","CRPPEA",2046,0
"REGION1","REGION1","SEA3N","CRPPEA",2047,0
"REGION1","REGION1","SEA3N","CRPPEA",2048,0
"REGION1","REGION1","SEA3N","CRPPEA",2049,0
"REGION1","REGION1","SEA3N","CRPPEA",2050,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2020,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2021,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2022,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2023,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2024,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2025,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2026,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2027,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2028,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2029,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2030,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2031,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2032,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2033,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2034,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2035,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2036,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2037,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2038,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2039,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2040,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2041,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2042,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2043,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2044,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2045,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2046,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2047,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2048,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2049,0
"REGION1","REGION1","SEA3N","LPEAHIBC1",2050,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2020,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2021,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2022,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2023,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2024,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2025,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2026,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2027,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2028,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2029,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2030,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2031,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2032,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2033,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2034,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2035,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2036,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2037,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2038,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2039,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2040,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2041,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2042,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2043,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2044,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2045,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2046,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2047,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2048,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2049,0
"REGION1","REGION1","SEA3N","LPEAIIBC1",2050,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2020,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2021,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2022,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2023,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2024,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2025,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2026,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2027,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2028,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2029,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2030,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2031,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2032,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2033,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2034,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2035,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2036,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2037,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2038,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2039,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2040,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2041,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2042,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2043,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2044,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2045,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2046,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2047,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2048,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2049,0
"REGION1","REGION1","SEA3N","LPEAHRBC1",2050,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2020,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2021,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2022,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2023,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2024,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2025,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2026,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2027,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2028,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2029,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2030,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2031,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2032,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2033,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2034,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2035,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2036,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2037,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2038,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2039,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2040,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2041,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2042,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2043,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2044,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2045,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2046,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2047,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2048,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2049,0
"REGION1","REGION1","SEA3N","LPEAIRBC1",2050,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2020,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2021,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2022,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2023,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2024,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2025,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2026,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2027,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2028,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2029,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2030,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2031,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2032,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2033,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2034,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2035,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2036,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2037,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2038,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2039,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2040,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2041,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2042,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2043,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2044,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2045,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2046,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2047,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2048,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2049,0
"REGION1","REGION1","SEA3N","LPEALRBC1",2050,0
"REGION1","REGION1","SEA3N","CRPPTW",2020,0
"REGION1","REGION1","SEA3N","CRPPTW",2021,0
"REGION1","REGION1","SEA3N","CRPPTW",2022,0
"REGION1","REGION1","SEA3N","CRPPTW",2023,0
"REGION1","REGION1","SEA3N","CRPPTW",2024,0
"REGION1","REGION1","SEA3N","CRPPTW",2025,0
"REGION1","REGION1","SEA3N","CRPPTW",2026,0
"REGION1","REGION1","SEA3N","CRPPTW",2027,0
"REGION1","REGION1","SEA3N","CRPPTW",2028,0
"REGION1","REGION1","SEA3N","CRPPTW",2029,0
"REGION1","REGION1","SEA3N","CRPPTW",2030,0
"REGION1","REGION1","SEA3N","CRPPTW",2031,0
"REGION1","REGION1","SEA3N","CRPPTW",2032,0
"REGION1","REGION1","SEA3N","CRPPTW",2033,0
"REGION1","REGION1","SEA3N","CRPPTW",2034,0
"REGION1","REGION1","SEA3N","CRPPTW",2035,0
"REGION1","REGION1","SEA3N","CRPPTW",2036,0
"REGION1","REGION1","SEA3N","CRPPTW",2037,0
"REGION1","REGION1","SEA3N","CRPPTW",2038,0
"REGION1","REGION1","SEA3N","CRPPTW",2039,0
"REGION1","REGION1","SEA3N","CRPPTW",2040,0
"REGION1","REGION1","SEA3N","CRPPTW",2041,0
"REGION1","REGION1","SEA3N","CRPPTW",2042,0
"REGION1","REGION1","SEA3N","CRPPTW",2043,0
"REGION1","REGION1","SEA3N","CRPPTW",2044,0
"REGION1","REGION1","SEA3N","CRPPTW",2045,0
"REGION1","REGION1","SEA3N","CRPPTW",2046,0
"REGION1","REGION1","SEA3N","CRPPTW",2047,0
"REGION1","REGION1","SEA3N","CRPPTW",2048,0
"REGION1","REGION1","SEA3N","CRPPTW",2049,0
"REGION1","REGION1","SEA3N","CRPPTW",2050,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2020,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2021,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2022,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2023,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2024,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2025,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2026,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2027,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2028,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2029,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2030,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2031,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2032,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2033,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2034,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2035,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2036,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2037,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2038,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2039,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2040,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2041,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2042,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2043,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2044,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2045,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2046,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2047,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2048,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2049,0
"REGION1","REGION1","SEA3N","LPTWHIBC1",2050,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2020,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2021,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2022,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2023,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2024,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2025,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2026,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2027,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2028,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2029,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2030,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2031,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2032,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2033,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2034,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2035,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2036,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2037,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2038,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2039,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2040,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2041,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2042,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2043,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2044,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2045,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2046,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2047,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2048,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2049,0
"REGION1","REGION1","SEA3N","LPTWIIBC1",2050,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2020,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2021,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2022,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2023,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2024,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2025,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2026,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2027,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2028,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2029,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2030,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2031,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2032,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2033,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2034,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2035,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2036,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2037,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2038,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2039,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2040,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2041,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2042,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2043,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2044,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2045,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2046,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2047,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2048,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2049,0
"REGION1","REGION1","SEA3N","LPTWHRBC1",2050,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2020,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2021,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2022,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2023,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2024,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2025,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2026,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2027,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2028,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2029,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2030,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2031,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2032,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2033,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2034,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2035,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2036,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2037,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2038,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2039,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2040,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2041,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2042,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2043,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2044,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2045,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2046,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2047,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2048,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2049,0
"REGION1","REGION1","SEA3N","LPTWIRBC1",2050,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2020,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2021,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2022,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2023,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2024,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2025,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2026,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2027,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2028,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2029,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2030,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2031,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2032,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2033,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2034,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2035,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2036,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2037,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2038,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2039,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2040,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2041,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2042,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2043,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2044,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2045,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2046,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2047,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2048,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2049,0
"REGION1","REGION1","SEA3N","LPTWLRBC1",2050,0
"REGION1","REGION1","SEA3N","CRPRAP",2020,0
"REGION1","REGION1","SEA3N","CRPRAP",2021,0
"REGION1","REGION1","SEA3N","CRPRAP",2022,0
"REGION1","REGION1","SEA3N","CRPRAP",2023,0
"REGION1","REGION1","SEA3N","CRPRAP",2024,0
"REGION1","REGION1","SEA3N","CRPRAP",2025,0
"REGION1","REGION1","SEA3N","CRPRAP",2026,0
"REGION1","REGION1","SEA3N","CRPRAP",2027,0
"REGION1","REGION1","SEA3N","CRPRAP",2028,0
"REGION1","REGION1","SEA3N","CRPRAP",2029,0
"REGION1","REGION1","SEA3N","CRPRAP",2030,0
"REGION1","REGION1","SEA3N","CRPRAP",2031,0
"REGION1","REGION1","SEA3N","CRPRAP",2032,0
"REGION1","REGION1","SEA3N","CRPRAP",2033,0
"REGION1","REGION1","SEA3N","CRPRAP",2034,0
"REGION1","REGION1","SEA3N","CRPRAP",2035,0
"REGION1","REGION1","SEA3N","CRPRAP",2036,0
"REGION1","REGION1","SEA3N","CRPRAP",2037,0
"REGION1","REGION1","SEA3N","CRPRAP",2038,0
"REGION1","REGION1","SEA3N","CRPRAP",2039,0
"REGION1","REGION1","SEA3N","CRPRAP",2040,0
"REGION1","REGION1","SEA3N","CRPRAP",2041,0
"REGION1","REGION1","SEA3N","CRPRAP",2042,0
"REGION1","REGION1","SEA3N","CRPRAP",2043,0
"REGION1","REGION1","SEA3N","CRPRAP",2044,0
"REGION1","REGION1","SEA3N","CRPRAP",2045,0
"REGION1","REGION1","SEA3N","CRPRAP",2046,0
"REGION1","REGION1","SEA3N","CRPRAP",2047,0
"REGION1","REGION1","SEA3N","CRPRAP",2048,0
"REGION1","REGION1","SEA3N","CRPRAP",2049,0
"REGION1","REGION1","SEA3N","CRPRAP",2050,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2020,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2021,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2022,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2023,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2024,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2025,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2026,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2027,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2028,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2029,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2030,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2031,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2032,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2033,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2034,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2035,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2036,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2037,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2038,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2039,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2040,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2041,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2042,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2043,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2044,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2045,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2046,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2047,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2048,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2049,0
"REGION1","REGION1","SEA3N","LRAPHIBC1",2050,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2020,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2021,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2022,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2023,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2024,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2025,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2026,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2027,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2028,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2029,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2030,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2031,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2032,0
"REGION1","REGION1","SEA3N","LRAPIIBC1",2033,0
