r,t,y,AnnualVariableOperatingCost
"REGION1","PWRGEOB01",2044,0
"REGION1","PWRGEOB01",2045,0
"REGION1","PWRGEOB01",2046,0
"REGION1","PWRGEOB01",2047,0
"REGION1","PWRGEOB01",2048,0
"REGION1","PWRGEOB01",2049,0
"REGION1","PWRGEOB01",2050,0
"REGION1","PWRGEOB02",2020,0
"REGION1","PWRGEOB02",2021,0
"REGION1","PWRGEOB02",2022,0
"REGION1","PWRGEOB02",2023,0
"REGION1","PWRGEOB02",2024,0
"REGION1","PWRGEOB02",2025,0
"REGION1","PWRGEOB02",2026,0
"REGION1","PWRGEOB02",2027,0
"REGION1","PWRGEOB02",2028,0
"REGION1","PWRGEOB02",2029,0
"REGION1","PWRGEOB02",2030,0
"REGION1","PWRGEOB02",2031,0
"REGION1","PWRGEOB02",2032,0
"REGION1","PWRGEOB02",2033,0
"REGION1","PWRGEOB02",2034,0
"REGION1","PWRGEOB02",2035,0
"REGION1","PWRGEOB02",2036,0
"REGION1","PWRGEOB02",2037,0
"REGION1","PWRGEOB02",2038,0
"REGION1","PWRGEOB02",2039,0
"REGION1","PWRGEOB02",2040,0
"REGION1","PWRGEOB02",2041,0
"REGION1","PWRGEOB02",2042,0
"REGION1","PWRGEOB02",2043,0
"REGION1","PWRGEOB02",2044,0
"REGION1","PWRGEOB02",2045,0
"REGION1","PWRGEOB02",2046,0
"REGION1","PWRGEOB02",2047,0
"REGION1","PWRGEOB02",2048,0
"REGION1","PWRGEOB02",2049,0
"REGION1","PWRGEOB02",2050,0
"REGION1","PWRGEOB03",2020,0
"REGION1","PWRGEOB03",2021,0
"REGION1","PWRGEOB03",2022,0
"REGION1","PWRGEOB03",2023,0
"REGION1","PWRGEOB03",2024,0
"REGION1","PWRGEOB03",2025,0
"REGION1","PWRGEOB03",2026,0
"REGION1","PWRGEOB03",2027,0
"REGION1","PWRGEOB03",2028,0
"REGION1","PWRGEOB03",2029,0
"REGION1","PWRGEOB03",2030,0
"REGION1","PWRGEOB03",2031,0
"REGION1","PWRGEOB03",2032,0
"REGION1","PWRGEOB03",2033,0
"REGION1","PWRGEOB03",2034,0
"REGION1","PWRGEOB03",2035,0
"REGION1","PWRGEOB03",2036,0
"REGION1","PWRGEOB03",2037,0
"REGION1","PWRGEOB03",2038,0
"REGION1","PWRGEOB03",2039,0
"REGION1","PWRGEOB03",2040,0
"REGION1","PWRGEOB03",2041,0
"REGION1","PWRGEOB03",2042,0
"REGION1","PWRGEOB03",2043,0
"REGION1","PWRGEOB03",2044,0
"REGION1","PWRGEOB03",2045,0
"REGION1","PWRGEOB03",2046,0
"REGION1","PWRGEOB03",2047,0
"REGION1","PWRGEOB03",2048,0
"REGION1","PWRGEOB03",2049,0
"REGION1","PWRGEOB03",2050,0
"REGION1","DEMPWRURN",2020,0
"REGION1","DEMPWRURN",2021,0
"REGION1","DEMPWRURN",2022,0
"REGION1","DEMPWRURN",2023,0
"REGION1","DEMPWRURN",2024,0
"REGION1","DEMPWRURN",2025,0
"REGION1","DEMPWRURN",2026,0
"REGION1","DEMPWRURN",2027,0
"REGION1","DEMPWRURN",2028,0
"REGION1","DEMPWRURN",2029,0
"REGION1","DEMPWRURN",2030,0
"REGION1","DEMPWRURN",2031,0
"REGION1","DEMPWRURN",2032,0
"REGION1","DEMPWRURN",2033,0
"REGION1","DEMPWRURN",2034,0
"REGION1","DEMPWRURN",2035,0
"REGION1","DEMPWRURN",2036,0
"REGION1","DEMPWRURN",2037,0
"REGION1","DEMPWRURN",2038,0
"REGION1","DEMPWRURN",2039,0
"REGION1","DEMPWRURN",2040,0
"REGION1","DEMPWRURN",2041,0
"REGION1","DEMPWRURN",2042,0
"REGION1","DEMPWRURN",2043,0
"REGION1","DEMPWRURN",2044,0
"REGION1","DEMPWRURN",2045,0
"REGION1","DEMPWRURN",2046,0
"REGION1","DEMPWRURN",2047,0
"REGION1","DEMPWRURN",2048,0
"REGION1","DEMPWRURN",2049,0
"REGION1","DEMPWRURN",2050,0
"REGION1","PWRURNB01",2020,0
"REGION1","PWRURNB01",2021,0
"REGION1","PWRURNB01",2022,0
"REGION1","PWRURNB01",2023,0
"REGION1","PWRURNB01",2024,0
"REGION1","PWRURNB01",2025,0
"REGION1","PWRURNB01",2026,0
"REGION1","PWRURNB01",2027,0
"REGION1","PWRURNB01",2028,0
"REGION1","PWRURNB01",2029,0
"REGION1","PWRURNB01",2030,0
"REGION1","PWRURNB01",2031,0
"REGION1","PWRURNB01",2032,0
"REGION1","PWRURNB01",2033,0
"REGION1","PWRURNB01",2034,0
"REGION1","PWRURNB01",2035,0
"REGION1","PWRURNB01",2036,0
"REGION1","PWRURNB01",2037,0
"REGION1","PWRURNB01",2038,0
"REGION1","PWRURNB01",2039,0
"REGION1","PWRURNB01",2040,0
"REGION1","PWRURNB01",2041,0
"REGION1","PWRURNB01",2042,0
"REGION1","PWRURNB01",2043,0
"REGION1","PWRURNB01",2044,0
"REGION1","PWRURNB01",2045,0
"REGION1","PWRURNB01",2046,0
"REGION1","PWRURNB01",2047,0
"REGION1","PWRURNB01",2048,0
"REGION1","PWRURNB01",2049,0
"REGION1","PWRURNB01",2050,0
"REGION1","PWRWNDB09",2020,0.05157430898112
"REGION1","PWRWNDB09",2021,0.05555920898112
"REGION1","PWRWNDB09",2022,0.05942200898112
"REGION1","PWRWNDB09",2023,0.06360670898112
"REGION1","PWRWNDB09",2024,0.06432619778112
"REGION1","PWRWNDB09",2025,0.06432619778112
"REGION1","PWRWNDB09",2026,0.07164109778112
"REGION1","PWRWNDB09",2027,0.07502659778112
"REGION1","PWRWNDB09",2028,0.07740199778112
"REGION1","PWRWNDB09",2029,0.07969969778112
"REGION1","PWRWNDB09",2030,0.08401759778112
"REGION1","PWRWNDB09",2031,0.08880169778112
"REGION1","PWRWNDB09",2032,0.09354139778112
"REGION1","PWRWNDB09",2033,0.09642739778112
"REGION1","PWRWNDB09",2034,0.09807019778112
"REGION1","PWRWNDB09",2035,0.10064007899712
"REGION1","PWRWNDB09",2036,0.10272687899712
"REGION1","PWRWNDB09",2037,0.10633447721472
"REGION1","PWRWNDB09",2038,0.11094385452672
"REGION1","PWRWNDB09",2039,0.11502159593472
"REGION1","PWRWNDB09",2040,0.11798529593472
"REGION1","PWRWNDB09",2041,0.120562668336
"REGION1","PWRWNDB09",2042,0.123221118336
"REGION1","PWRWNDB09",2043,0.1283200889856
"REGION1","PWRWNDB09",2044,0.1309752089856
"REGION1","PWRWNDB09",2045,0.133900901424
"REGION1","PWRWNDB09",2046,0.136557131424
"REGION1","PWRWNDB09",2047,0.139214471424
"REGION1","PWRWNDB09",2048,0.141870701424
"REGION1","PWRWNDB09",2049,0.144528041424
"REGION1","PWRWNDB09",2050,0.147184271424
"REGION1","PWRWNDB10",2020,0
"REGION1","PWRWNDB10",2021,0
"REGION1","PWRWNDB10",2022,0
"REGION1","PWRWNDB10",2023,0
"REGION1","PWRWNDB10",2024,0
"REGION1","PWRWNDB10",2025,0
"REGION1","PWRWNDB10",2026,0
"REGION1","PWRWNDB10",2027,0
"REGION1","PWRWNDB10",2028,0
"REGION1","PWRWNDB10",2029,0
"REGION1","PWRWNDB10",2030,0
"REGION1","PWRWNDB10",2031,0
"REGION1","PWRWNDB10",2032,0
"REGION1","PWRWNDB10",2033,0
"REGION1","PWRWNDB10",2034,0
"REGION1","PWRWNDB10",2035,0
"REGION1","PWRWNDB10",2036,0
"REGION1","PWRWNDB10",2037,0
"REGION1","PWRWNDB10",2038,0
"REGION1","PWRWNDB10",2039,0
"REGION1","PWRWNDB10",2040,0
"REGION1","PWRWNDB10",2041,0
"REGION1","PWRWNDB10",2042,0
"REGION1","PWRWNDB10",2043,0
"REGION1","PWRWNDB10",2044,0
"REGION1","PWRWNDB10",2045,0
"REGION1","PWRWNDB10",2046,0
"REGION1","PWRWNDB10",2047,0
"REGION1","PWRWNDB10",2048,0
"REGION1","PWRWNDB10",2049,0
"REGION1","PWRWNDB10",2050,0
"REGION1","PWRWNDB11",2020,0
"REGION1","PWRWNDB11",2021,0
"REGION1","PWRWNDB11",2022,0
"REGION1","PWRWNDB11",2023,0
"REGION1","PWRWNDB11",2024,0
"REGION1","PWRWNDB11",2025,0
"REGION1","PWRWNDB11",2026,0
"REGION1","PWRWNDB11",2027,0
"REGION1","PWRWNDB11",2028,0
"REGION1","PWRWNDB11",2029,0
"REGION1","PWRWNDB11",2030,0
"REGION1","PWRWNDB11",2031,0
"REGION1","PWRWNDB11",2032,0
"REGION1","PWRWNDB11",2033,0
"REGION1","PWRWNDB11",2034,0
"REGION1","PWRWNDB11",2035,0
"REGION1","PWRWNDB11",2036,0
"REGION1","PWRWNDB11",2037,0
"REGION1","PWRWNDB11",2038,0
"REGION1","PWRWNDB11",2039,0
"REGION1","PWRWNDB11",2040,0
"REGION1","PWRWNDB11",2041,0
"REGION1","PWRWNDB11",2042,0
"REGION1","PWRWNDB11",2043,0
"REGION1","PWRWNDB11",2044,0
"REGION1","PWRWNDB11",2045,0
"REGION1","PWRWNDB11",2046,0
"REGION1","PWRWNDB11",2047,0
"REGION1","PWRWNDB11",2048,0
"REGION1","PWRWNDB11",2049,0
"REGION1","PWRWNDB11",2050,0
"REGION1","PWRBIOB06",2020,0
"REGION1","PWRBIOB06",2021,0
"REGION1","PWRBIOB06",2022,0
"REGION1","PWRBIOB06",2023,0
"REGION1","PWRBIOB06",2024,0
"REGION1","PWRBIOB06",2025,0
"REGION1","PWRBIOB06",2026,0
"REGION1","PWRBIOB06",2027,0
"REGION1","PWRBIOB06",2028,0
"REGION1","PWRBIOB06",2029,0
"REGION1","PWRBIOB06",2030,0
"REGION1","PWRBIOB06",2031,0
"REGION1","PWRBIOB06",2032,0
"REGION1","PWRBIOB06",2033,0
"REGION1","PWRBIOB06",2034,0
"REGION1","PWRBIOB06",2035,0
"REGION1","PWRBIOB06",2036,0
"REGION1","PWRBIOB06",2037,0
"REGION1","PWRBIOB06",2038,0
"REGION1","PWRBIOB06",2039,0
"REGION1","PWRBIOB06",2040,0
"REGION1","PWRBIOB06",2041,0
"REGION1","PWRBIOB06",2042,0
"REGION1","PWRBIOB06",2043,0
"REGION1","PWRBIOB06",2044,0
"REGION1","PWRBIOB06",2045,0
"REGION1","PWRBIOB06",2046,0
"REGION1","PWRBIOB06",2047,0
"REGION1","PWRBIOB06",2048,0
"REGION1","PWRBIOB06",2049,0
"REGION1","PWRBIOB06",2050,0
"REGION1","PWRHYDB13",2020,0
"REGION1","PWRHYDB13",2021,0
"REGION1","PWRHYDB13",2022,0
"REGION1","PWRHYDB13",2023,0
"REGION1","PWRHYDB13",2024,0
"REGION1","PWRHYDB13",2025,0.0103028112
"REGION1","PWRHYDB13",2026,0.0103028112
"REGION1","PWRHYDB13",2027,0.0103028112
"REGION1","PWRHYDB13",2028,0.0103028112
"REGION1","PWRHYDB13",2029,0.0103028112
"REGION1","PWRHYDB13",2030,0.0103028112
"REGION1","PWRHYDB13",2031,0.0103028112
"REGION1","PWRHYDB13",2032,0.0103028112
"REGION1","PWRHYDB13",2033,0.0103028112
"REGION1","PWRHYDB13",2034,0.0103028112
"REGION1","PWRHYDB13",2035,0.0103028112
"REGION1","PWRHYDB13",2036,0.0103028112
"REGION1","PWRHYDB13",2037,0.0103028112
"REGION1","PWRHYDB13",2038,0.0103028112
"REGION1","PWRHYDB13",2039,0.0103028112
"REGION1","PWRHYDB13",2040,0.0103028112
"REGION1","PWRHYDB13",2041,0.0103028112
"REGION1","PWRHYDB13",2042,0.0103028112
"REGION1","PWRHYDB13",2043,0.0103028112
"REGION1","PWRHYDB13",2044,0.0103028112
"REGION1","PWRHYDB13",2045,0.0103028112
"REGION1","PWRHYDB13",2046,0.0103028112
"REGION1","PWRHYDB13",2047,0.0103028112
"REGION1","PWRHYDB13",2048,0.0103028112
"REGION1","PWRHYDB13",2049,0.0103028112
"REGION1","PWRHYDB13",2050,0.0103028112
"REGION1","IMPCRU",2020,0
"REGION1","IMPCRU",2021,0
"REGION1","IMPCRU",2022,0
"REGION1","IMPCRU",2023,0
"REGION1","IMPCRU",2024,0
"REGION1","IMPCRU",2025,0
"REGION1","IMPCRU",2026,0
"REGION1","IMPCRU",2027,0
"REGION1","IMPCRU",2028,0
"REGION1","IMPCRU",2029,0
"REGION1","IMPCRU",2030,0
"REGION1","IMPCRU",2031,0
"REGION1","IMPCRU",2032,0
"REGION1","IMPCRU",2033,0
"REGION1","IMPCRU",2034,0
"REGION1","IMPCRU",2035,0
"REGION1","IMPCRU",2036,0
"REGION1","IMPCRU",2037,0
"REGION1","IMPCRU",2038,0
"REGION1","IMPCRU",2039,0
"REGION1","IMPCRU",2040,0
"REGION1","IMPCRU",2041,0
"REGION1","IMPCRU",2042,0
"REGION1","IMPCRU",2043,0
"REGION1","IMPCRU",2044,0
"REGION1","IMPCRU",2045,0
"REGION1","IMPCRU",2046,0
"REGION1","IMPCRU",2047,0
"REGION1","IMPCRU",2048,0
"REGION1","IMPCRU",2049,0
"REGION1","IMPCRU",2050,0
"REGION1","IMPCOA",2020,0
"REGION1","IMPCOA",2021,0
"REGION1","IMPCOA",2022,0
"REGION1","IMPCOA",2023,0
"REGION1","IMPCOA",2024,0
"REGION1","IMPCOA",2025,0
"REGION1","IMPCOA",2026,0
"REGION1","IMPCOA",2027,0
"REGION1","IMPCOA",2028,0
"REGION1","IMPCOA",2029,0
"REGION1","IMPCOA",2030,0
"REGION1","IMPCOA",2031,0
"REGION1","IMPCOA",2032,0
"REGION1","IMPCOA",2033,0
"REGION1","IMPCOA",2034,0
"REGION1","IMPCOA",2035,0
"REGION1","IMPCOA",2036,0
"REGION1","IMPCOA",2037,0
"REGION1","IMPCOA",2038,0
"REGION1","IMPCOA",2039,0
"REGION1","IMPCOA",2040,0
"REGION1","IMPCOA",2041,0
"REGION1","IMPCOA",2042,0
"REGION1","IMPCOA",2043,0
"REGION1","IMPCOA",2044,0
"REGION1","IMPCOA",2045,0
"REGION1","IMPCOA",2046,0
"REGION1","IMPCOA",2047,0
"REGION1","IMPCOA",2048,0
"REGION1","IMPCOA",2049,0
"REGION1","IMPCOA",2050,0
"REGION1","IMPJFL",2020,0.03954
"REGION1","IMPJFL",2021,0.03889
"REGION1","IMPJFL",2022,0.03861
"REGION1","IMPJFL",2023,0.03853
"REGION1","IMPJFL",2024,0.03873
"REGION1","IMPJFL",2025,0.03917
"REGION1","IMPJFL",2026,0.03968
"REGION1","IMPJFL",2027,0.04021
"REGION1","IMPJFL",2028,0.04063
"REGION1","IMPJFL",2029,0.04096
"REGION1","IMPJFL",2030,0.04133
"REGION1","IMPJFL",2031,0.04169
"REGION1","IMPJFL",2032,0.04211
"REGION1","IMPJFL",2033,0.04241
"REGION1","IMPJFL",2034,0.04269
"REGION1","IMPJFL",2035,0.04296
"REGION1","IMPJFL",2036,0.04323
"REGION1","IMPJFL",2037,0.04352
"REGION1","IMPJFL",2038,0.04382
"REGION1","IMPJFL",2039,0.04415
"REGION1","IMPJFL",2040,0.04449
"REGION1","IMPJFL",2041,0.044896
"REGION1","IMPJFL",2042,0.045226
"REGION1","IMPJFL",2043,0.045556
"REGION1","IMPJFL",2044,0.045886
"REGION1","IMPJFL",2045,0.046215
"REGION1","IMPJFL",2046,0.046545
"REGION1","IMPJFL",2047,0.046875
"REGION1","IMPJFL",2048,0.047204
"REGION1","IMPJFL",2049,0.047534
"REGION1","IMPJFL",2050,0.047864
"REGION1","IMPLPG",2020,0.00266
"REGION1","IMPLPG",2021,0.00272
"REGION1","IMPLPG",2022,0.00279
"REGION1","IMPLPG",2023,0.00286
"REGION1","IMPLPG",2024,0.00291
"REGION1","IMPLPG",2025,0.00296
"REGION1","IMPLPG",2026,0.00302
"REGION1","IMPLPG",2027,0.00307
"REGION1","IMPLPG",2028,0.00313
"REGION1","IMPLPG",2029,0.00317
"REGION1","IMPLPG",2030,0.0032
"REGION1","IMPLPG",2031,0.00321
"REGION1","IMPLPG",2032,0.0032
"REGION1","IMPLPG",2033,0.00316
"REGION1","IMPLPG",2034,0.00311
"REGION1","IMPLPG",2035,0.00303
"REGION1","IMPLPG",2036,0.00293
"REGION1","IMPLPG",2037,0.00281
"REGION1","IMPLPG",2038,0.00268
"REGION1","IMPLPG",2039,0.00252
"REGION1","IMPLPG",2040,0.00235
"REGION1","IMPLPG",2041,0.002603
"REGION1","IMPLPG",2042,0.002557
"REGION1","IMPLPG",2043,0.002511
"REGION1","IMPLPG",2044,0.002464
"REGION1","IMPLPG",2045,0.002418
"REGION1","IMPLPG",2046,0.002372
"REGION1","IMPLPG",2047,0.002326
"REGION1","IMPLPG",2048,0.002279
"REGION1","IMPLPG",2049,0.002233
"REGION1","IMPLPG",2050,0.002187
"REGION1","IMPGSL",2020,0.15358
"REGION1","IMPGSL",2021,0.15089
"REGION1","IMPGSL",2022,0.1482
"REGION1","IMPGSL",2023,0.14536
"REGION1","IMPGSL",2024,0.14273
"REGION1","IMPGSL",2025,0.14026
"REGION1","IMPGSL",2026,0.13806
"REGION1","IMPGSL",2027,0.13599
"REGION1","IMPGSL",2028,0.13381
"REGION1","IMPGSL",2029,0.13141
"REGION1","IMPGSL",2030,0.129
"REGION1","IMPGSL",2031,0.12644
"REGION1","IMPGSL",2032,0.12386
"REGION1","IMPGSL",2033,0.12091
"REGION1","IMPGSL",2034,0.11776
"REGION1","IMPGSL",2035,0.11446
"REGION1","IMPGSL",2036,0.11102
"REGION1","IMPGSL",2037,0.10749
"REGION1","IMPGSL",2038,0.10388
"REGION1","IMPGSL",2039,0.10022
"REGION1","IMPGSL",2040,0.0966
"REGION1","IMPGSL",2041,0.095561
"REGION1","IMPGSL",2042,0.092581
"REGION1","IMPGSL",2043,0.089602
"REGION1","IMPGSL",2044,0.086623
"REGION1","IMPGSL",2045,0.083644
"REGION1","IMPGSL",2046,0.080665
"REGION1","IMPGSL",2047,0.077686
"REGION1","IMPGSL",2048,0.074706
"REGION1","IMPGSL",2049,0.071727
"REGION1","IMPGSL",2050,0.068748
"REGION1","IMPKER",2020,0.01141
"REGION1","IMPKER",2021,0.01165
"REGION1","IMPKER",2022,0.01186
"REGION1","IMPKER",2023,0.01204
"REGION1","IMPKER",2024,0.0122
"REGION1","IMPKER",2025,0.01235
"REGION1","IMPKER",2026,0.01253
"REGION1","IMPKER",2027,0.01271
"REGION1","IMPKER",2028,0.01291
"REGION1","IMPKER",2029,0.01311
"REGION1","IMPKER",2030,0.01329
"REGION1","IMPKER",2031,0.01345
"REGION1","IMPKER",2032,0.01361
"REGION1","IMPKER",2033,0.01375
"REGION1","IMPKER",2034,0.0139
"REGION1","IMPKER",2035,0.01404
"REGION1","IMPKER",2036,0.01417
"REGION1","IMPKER",2037,0.01427
"REGION1","IMPKER",2038,0.01438
"REGION1","IMPKER",2039,0.01447
"REGION1","IMPKER",2040,0.01456
"REGION1","IMPKER",2041,0.014196
"REGION1","IMPKER",2042,0.014384
"REGION1","IMPKER",2043,0.014573
"REGION1","IMPKER",2044,0.014761
"REGION1","IMPKER",2045,0.014949
"REGION1","IMPKER",2046,0.015137
"REGION1","IMPKER",2047,0.015325
"REGION1","IMPKER",2048,0.015513
"REGION1","IMPKER",2049,0.015701
"REGION1","IMPKER",2050,0.01589
"REGION1","IMPDSL",2020,0.22215
"REGION1","IMPDSL",2021,0.221328
"REGION1","IMPDSL",2022,0.219707
"REGION1","IMPDSL",2023,0.218392
"REGION1","IMPDSL",2024,0.218774
"REGION1","IMPDSL",2025,0.219701
"REGION1","IMPDSL",2026,0.221406
"REGION1","IMPDSL",2027,0.22313
"REGION1","IMPDSL",2028,0.223855
"REGION1","IMPDSL",2029,0.223904
"REGION1","IMPDSL",2030,0.22425
"REGION1","IMPDSL",2031,0.22471
"REGION1","IMPDSL",2032,0.225017
"REGION1","IMPDSL",2033,0.225219
"REGION1","IMPDSL",2034,0.225285
"REGION1","IMPDSL",2035,0.225392
"REGION1","IMPDSL",2036,0.225033
"REGION1","IMPDSL",2037,0.225426
"REGION1","IMPDSL",2038,0.226011
"REGION1","IMPDSL",2039,0.22678
"REGION1","IMPDSL",2040,0.227754
"REGION1","IMPDSL",2041,0.227366
"REGION1","IMPDSL",2042,0.227677
"REGION1","IMPDSL",2043,0.227988
"REGION1","IMPDSL",2044,0.228299
"REGION1","IMPDSL",2045,0.228609
"REGION1","IMPDSL",2046,0.22892
"REGION1","IMPDSL",2047,0.229231
"REGION1","IMPDSL",2048,0.229542
"REGION1","IMPDSL",2049,0.229853
"REGION1","IMPDSL",2050,0.230164
"REGION1","IMPHFO",2020,0.01069
"REGION1","IMPHFO",2021,0.01045
"REGION1","IMPHFO",2022,0.0102
"REGION1","IMPHFO",2023,0.00996
"REGION1","IMPHFO",2024,0.00975
"REGION1","IMPHFO",2025,0.00959
"REGION1","IMPHFO",2026,0.00945
"REGION1","IMPHFO",2027,0.00933
"REGION1","IMPHFO",2028,0.0092
"REGION1","IMPHFO",2029,0.00906
"REGION1","IMPHFO",2030,0.00893
"REGION1","IMPHFO",2031,0.00881
"REGION1","IMPHFO",2032,0.00872
"REGION1","IMPHFO",2033,0.0086
"REGION1","IMPHFO",2034,0.00849
"REGION1","IMPHFO",2035,0.00838
"REGION1","IMPHFO",2036,0.00829
"REGION1","IMPHFO",2037,0.0082
"REGION1","IMPHFO",2038,0.00812
"REGION1","IMPHFO",2039,0.00806
"REGION1","IMPHFO",2040,0.00801
"REGION1","IMPHFO",2041,0.007799
"REGION1","IMPHFO",2042,0.007694
"REGION1","IMPHFO",2043,0.007588
"REGION1","IMPHFO",2044,0.007482
"REGION1","IMPHFO",2045,0.007377
"REGION1","IMPHFO",2046,0.007271
"REGION1","IMPHFO",2047,0.007166
"REGION1","IMPHFO",2048,0.00706
"REGION1","IMPHFO",2049,0.006955
"REGION1","IMPHFO",2050,0.006849
"REGION1","MINCOA",2020,0
"REGION1","MINCOA",2021,0
"REGION1","MINCOA",2022,0
"REGION1","MINCOA",2023,0
"REGION1","MINCOA",2024,0
"REGION1","MINCOA",2025,0
"REGION1","MINCOA",2026,0
"REGION1","MINCOA",2027,0
"REGION1","MINCOA",2028,0
"REGION1","MINCOA",2029,0
"REGION1","MINCOA",2030,0
"REGION1","MINCOA",2031,0
"REGION1","MINCOA",2032,0
"REGION1","MINCOA",2033,0
"REGION1","MINCOA",2034,0
"REGION1","MINCOA",2035,0
"REGION1","MINCOA",2036,0
"REGION1","MINCOA",2037,0
"REGION1","MINCOA",2038,0
"REGION1","MINCOA",2039,0
"REGION1","MINCOA",2040,0
"REGION1","MINCOA",2041,0
"REGION1","MINCOA",2042,0
"REGION1","MINCOA",2043,0
"REGION1","MINCOA",2044,0
"REGION1","MINCOA",2045,0
"REGION1","MINCOA",2046,0
"REGION1","MINCOA",2047,0
"REGION1","MINCOA",2048,0
"REGION1","MINCOA",2049,0
"REGION1","MINCOA",2050,0
"REGION1","MINNGS",2020,1413.612
"REGION1","MINNGS",2021,1399.5
"REGION1","MINNGS",2022,1386.396
"REGION1","MINNGS",2023,1384.812
"REGION1","MINNGS",2024,1428.444
"REGION1","MINNGS",2025,1515.996
"REGION1","MINNGS",2026,1643.76
"REGION1","MINNGS",2027,1683.18
"REGION1","MINNGS",2028,1697.832
"REGION1","MINNGS",2029,1713.384
"REGION1","MINNGS",2030,1787.364
"REGION1","MINNGS",2031,1907.0625
"REGION1","MINNGS",2032,1993.43015
"REGION1","MINNGS",2033,2012.919
"REGION1","MINNGS",2034,2033.6706
"REGION1","MINNGS",2035,2058.049875
"REGION1","MINNGS",2036,2083.03755
"REGION1","MINNGS",2037,2104.168125
"REGION1","MINNGS",2038,2126.3196
"REGION1","MINNGS",2039,2149.5942
"REGION1","MINNGS",2040,2173.2725
"REGION1","MINNGS",2041,2308.0258725
"REGION1","MINNGS",2042,2358.16182
"REGION1","MINNGS",2043,2408.8057425
"REGION1","MINNGS",2044,2459.95764
"REGION1","MINNGS",2045,2511.613425
"REGION1","MINNGS",2046,2563.77712
"REGION1","MINNGS",2047,2616.4528775
"REGION1","MINNGS",2048,2669.632425
"REGION1","MINNGS",2049,2723.3241
"REGION1","MINNGS",2050,2777.52375
"REGION1","MINCRU",2020,0
"REGION1","MINCRU",2021,0
"REGION1","MINCRU",2022,0
"REGION1","MINCRU",2023,0
"REGION1","MINCRU",2024,0
"REGION1","MINCRU",2025,0
"REGION1","MINCRU",2026,0
"REGION1","MINCRU",2027,0
"REGION1","MINCRU",2028,0
"REGION1","MINCRU",2029,0
"REGION1","MINCRU",2030,0
"REGION1","MINCRU",2031,0
"REGION1","MINCRU",2032,0
"REGION1","MINCRU",2033,0
"REGION1","MINCRU",2034,0
"REGION1","MINCRU",2035,0
"REGION1","MINCRU",2036,0
"REGION1","MINCRU",2037,0
"REGION1","MINCRU",2038,0
"REGION1","MINCRU",2039,0
"REGION1","MINCRU",2040,0
"REGION1","MINCRU",2041,0
"REGION1","MINCRU",2042,0
"REGION1","MINCRU",2043,0
"REGION1","MINCRU",2044,0
"REGION1","MINCRU",2045,0
"REGION1","MINCRU",2046,0
"REGION1","MINCRU",2047,0
"REGION1","MINCRU",2048,0
"REGION1","MINCRU",2049,0
"REGION1","MINCRU",2050,0
"REGION1","MINURN",2020,0
"REGION1","MINURN",2021,0
"REGION1","MINURN",2022,0
"REGION1","MINURN",2023,0
"REGION1","MINURN",2024,0
"REGION1","MINURN",2025,0
"REGION1","MINURN",2026,0
"REGION1","MINURN",2027,0
"REGION1","MINURN",2028,0
"REGION1","MINURN",2029,0
"REGION1","MINURN",2030,0
"REGION1","MINURN",2031,0
"REGION1","MINURN",2032,0
"REGION1","MINURN",2033,0
"REGION1","MINURN",2034,0
"REGION1","MINURN",2035,0
"REGION1","MINURN",2036,0
"REGION1","MINURN",2037,0
"REGION1","MINURN",2038,0
"REGION1","MINURN",2039,0
"REGION1","MINURN",2040,0
"REGION1","MINURN",2041,0
"REGION1","MINURN",2042,0
"REGION1","MINURN",2043,0
"REGION1","MINURN",2044,0
"REGION1","MINURN",2045,0
"REGION1","MINURN",2046,0
"REGION1","MINURN",2047,0
"REGION1","MINURN",2048,0
"REGION1","MINURN",2049,0
"REGION1","MINURN",2050,0
"REGION1","RNWWND",2020,0.196814289441657
"REGION1","RNWWND",2021,0.210084006441658
"REGION1","RNWWND",2022,0.222947130441658
"REGION1","RNWWND",2023,0.236882181441658
"REGION1","RNWWND",2024,0.239278079145658
"REGION1","RNWWND",2025,0.239278079145658
"REGION1","RNWWND",2026,0.263636696145658
"REGION1","RNWWND",2027,0.274910411145658
"REGION1","RNWWND",2028,0.282820493145658
"REGION1","RNWWND",2029,0.290471834145658
"REGION1","RNWWND",2030,0.304850441145658
"REGION1","RNWWND",2031,0.320781494145658
"REGION1","RNWWND",2032,0.336564695145658
"REGION1","RNWWND",2033,0.346175075145658
"REGION1","RNWWND",2034,0.351645599145657
"REGION1","RNWWND",2035,0.357892346145658
"REGION1","RNWWND",2036,0.364841390145658
"REGION1","RNWWND",2037,0.372492731145658
"REGION1","RNWWND",2038,0.382214000145658
"REGION1","RNWWND",2039,0.392046158145658
"REGION1","RNWWND",2040,0.401915279145658
"REGION1","RNWWND",2041,0.41049792924192
"REGION1","RNWWND",2042,0.41935056774192
"REGION1","RNWWND",2043,0.42819950994192
"REGION1","RNWWND",2044,0.43704105954192
"REGION1","RNWWND",2045,0.44589000174192
"REGION1","RNWWND",2046,0.45473524764192
"REGION1","RNWWND",2047,0.46358418984192
"REGION1","RNWWND",2048,0.47242943574192
"REGION1","RNWWND",2049,0.48127837794192
"REGION1","RNWWND",2050,0.49012362384192
"REGION1","RNWHYD",2020,0.24093301948848
"REGION1","RNWHYD",2021,0.24093301948848
"REGION1","RNWHYD",2022,0.24093301948848
