r,t,y,TotalCapacityAnnual
REGION1,RNWHYD,2020,331.5421
REGION1,RNWHYD,2021,333.3594
REGION1,RNWHYD,2022,335.1211
REGION1,RNWHYD,2023,337.0296
REGION1,RNWHYD,2024,339.3987
REGION1,RNWHYD,2025,354.4976
REGION1,RNWHYD,2026,358.4691
REGION1,RNWHYD,2027,360.3072
REGION1,RNWHYD,2028,361.5969
REGION1,RNWHYD,2029,362.8443
REGION1,RNWHYD,2030,365.1887
REGION1,RNWHYD,2031,367.7861
REGION1,RNWHYD,2032,370.3594
REGION1,RNWHYD,2033,371.9263
REGION1,RNWHYD,2034,372.8182
REGION1,RNWHYD,2035,373.7055
REGION1,RNWHYD,2036,374.8385
REGION1,RNWHYD,2037,375.8394
REGION1,RNWHYD,2038,377.1006
REGION1,RNWHYD,2039,379.3171
REGION1,RNWHYD,2040,380.9261
REGION1,RNWHYD,2041,382.3233
REGION1,RNWHYD,2042,383.7667
REGION1,RNWHYD,2043,384.6983
REGION1,RNWHYD,2044,386.1399
REGION1,RNWHYD,2045,387.53
REGION1,RNWHYD,2046,388.9721
REGION1,RNWHYD,2047,390.4149
REGION1,RNWHYD,2048,391.857
REGION1,RNWHYD,2049,393.2998
REGION1,RNWHYD,2050,394.7419
REGION1,RNWSOL,2020,0.0403
REGION1,RNWSOL,2021,0.0403
REGION1,RNWSOL,2022,0.0403
REGION1,RNWSOL,2023,0.0403
REGION1,RNWSOL,2024,0.0403
REGION1,RNWSOL,2025,0.0403
REGION1,RNWSOL,2026,0.0403
REGION1,RNWSOL,2027,0.0403
REGION1,RNWSOL,2028,0.0403
REGION1,RNWSOL,2029,0.0403
REGION1,RNWSOL,2030,0.0403
REGION1,RNWSOL,2031,0.0403
REGION1,RNWSOL,2032,0.0403
REGION1,RNWSOL,2033,0.0403
REGION1,RNWSOL,2034,0.0403
REGION1,RNWSOL,2035,0.0403
REGION1,RNWSOL,2036,0.0403
REGION1,RNWSOL,2037,0.0403
REGION1,RNWSOL,2038,0.0403
REGION1,RNWSOL,2039,0.0403
REGION1,RNWSOL,2040,0.0403
REGION1,RNWWND,2020,159.4892
REGION1,RNWWND,2021,172.893
REGION1,RNWWND,2022,185.886
REGION1,RNWWND,2023,199.9619
REGION1,RNWWND,2024,217.4353
REGION1,RNWWND,2025,217.4353
REGION1,RNWWND,2026,226.9866
REGION1,RNWWND,2027,238.3742
REGION1,RNWWND,2028,289.9139
REGION1,RNWWND,2029,297.6425
REGION1,RNWWND,2030,312.1663
REGION1,RNWWND,2031,328.2583
REGION1,RNWWND,2032,344.2009
REGION1,RNWWND,2033,353.9084
REGION1,RNWWND,2034,359.4342
REGION1,RNWWND,2035,365.3374
REGION1,RNWWND,2036,372.3567
REGION1,RNWWND,2037,379.375
REGION1,RNWWND,2038,388.9102
REGION1,RNWWND,2039,397.1928
REGION1,RNWWND,2040,407.1616
REGION1,RNWWND,2041,415.8309
REGION1,RNWWND,2042,424.773
REGION1,RNWWND,2043,432.6765
REGION1,RNWWND,2044,441.6073
REGION1,RNWWND,2045,450.3939
REGION1,RNWWND,2046,459.3285
REGION1,RNWWND,2047,468.2669
REGION1,RNWWND,2048,477.2014
REGION1,RNWWND,2049,486.1398
REGION1,RNWWND,2050,495.0744
