r,t,y,AccumulatedNewCapacity
REGION1,MINPRCBC1,2048,680.1353
REGION1,MINPRCBC1,2049,680.4586
REGION1,MINPRCBC1,2050,680.7909
REGION1,MINURN,2039,10.3121
REGION1,MINURN,2040,26.2894
REGION1,MINURN,2041,43.8643
REGION1,MINURN,2042,59.9761
REGION1,MINURN,2043,83.4868
REGION1,MINURN,2044,99.565
REGION1,MINURN,2045,116.49
REGION1,MINURN,2046,128.7035
REGION1,MINURN,2047,140.8914
REGION1,MINURN,2048,153.1049
REGION1,MINURN,2049,165.3184
REGION1,MINURN,2050,177.5319
REGION1,PWRGEOB01,2025,0.0634
REGION1,PWRGEOB01,2026,0.4
REGION1,PWRGEOB01,2027,0.4
REGION1,PWRGEOB01,2028,0.4
REGION1,PWRGEOB01,2029,0.4
REGION1,PWRGEOB01,2030,0.4
REGION1,PWRGEOB01,2031,0.4
REGION1,PWRGEOB01,2032,0.4
REGION1,PWRGEOB01,2033,0.4
REGION1,PWRGEOB01,2034,0.4
REGION1,PWRGEOB01,2035,0.4
REGION1,PWRGEOB01,2036,0.4
REGION1,PWRGEOB01,2037,0.4
REGION1,PWRGEOB01,2038,0.4
REGION1,PWRGEOB01,2039,0.4
REGION1,PWRGEOB01,2040,0.4
REGION1,PWRGEOB01,2041,0.4
REGION1,PWRGEOB01,2042,0.4
REGION1,PWRGEOB01,2043,0.4
REGION1,PWRGEOB01,2044,0.4
REGION1,PWRGEOB01,2045,0.4
REGION1,PWRGEOB01,2046,0.4
REGION1,PWRGEOB01,2047,0.4
REGION1,PWRGEOB01,2048,0.4
REGION1,PWRGEOB01,2049,0.4
REGION1,PWRGEOB01,2050,0.4
REGION1,PWRGEOB02,2026,0.0169
REGION1,PWRGEOB02,2027,0.2286
REGION1,PWRGEOB02,2028,0.4231
REGION1,PWRGEOB02,2029,0.6115
REGION1,PWRGEOB02,2030,0.871
REGION1,PWRGEOB02,2031,1.1567
REGION1,PWRGEOB02,2032,1.4346
REGION1,PWRGEOB02,2033,1.6254
REGION1,PWRGEOB02,2034,1.7938
REGION1,PWRGEOB02,2035,1.995
REGION1,PWRGEOB02,2036,2.1748
REGION1,PWRGEOB02,2037,2.407
REGION1,PWRGEOB02,2038,2.6
REGION1,PWRGEOB02,2039,2.6
REGION1,PWRGEOB02,2040,2.6
REGION1,PWRGEOB02,2041,2.6
REGION1,PWRGEOB02,2042,2.6
REGION1,PWRGEOB02,2043,2.6
REGION1,PWRGEOB02,2044,2.6
REGION1,PWRGEOB02,2045,2.6
REGION1,PWRGEOB02,2046,2.6
REGION1,PWRGEOB02,2047,2.6
REGION1,PWRGEOB02,2048,2.6
REGION1,PWRGEOB02,2049,2.6
REGION1,PWRGEOB02,2050,2.6
REGION1,PWRHYDB13,2025,1.1
REGION1,PWRHYDB13,2026,1.1
REGION1,PWRHYDB13,2027,1.1
REGION1,PWRHYDB13,2028,1.1
REGION1,PWRHYDB13,2029,1.1
REGION1,PWRHYDB13,2030,1.1
REGION1,PWRHYDB13,2031,1.1
REGION1,PWRHYDB13,2032,1.1
REGION1,PWRHYDB13,2033,1.1
REGION1,PWRHYDB13,2034,1.1
REGION1,PWRHYDB13,2035,1.1
REGION1,PWRHYDB13,2036,1.1
REGION1,PWRHYDB13,2037,1.1
REGION1,PWRHYDB13,2038,1.1
REGION1,PWRHYDB13,2039,1.1
REGION1,PWRHYDB13,2040,1.1
REGION1,PWRHYDB13,2041,1.1
REGION1,PWRHYDB13,2042,1.1
REGION1,PWRHYDB13,2043,1.1
REGION1,PWRHYDB13,2044,1.1
REGION1,PWRHYDB13,2045,1.1
REGION1,PWRHYDB13,2046,1.2374
REGION1,PWRHYDB13,2047,1.3744
REGION1,PWRHYDB13,2048,1.5118
REGION1,PWRHYDB13,2049,1.6491
REGION1,PWRHYDB13,2050,1.7865
REGION1,PWRSOLB01,2038,0.3085
REGION1,PWRSOLB01,2039,0.8507
REGION1,PWRSOLB01,2040,0.8507
REGION1,PWRSOLB01,2041,0.8507
REGION1,PWRSOLB01,2042,0.8507
REGION1,PWRSOLB01,2043,0.8507
REGION1,PWRSOLB01,2044,0.8507
REGION1,PWRSOLB01,2045,0.8507
REGION1,PWRSOLB01,2046,0.8507
REGION1,PWRSOLB01,2047,0.8507
REGION1,PWRSOLB01,2048,0.8507
REGION1,PWRSOLB01,2049,0.8507
REGION1,PWRSOLB01,2050,0.8507
REGION1,PWRTRNB01,2020,10.711
REGION1,PWRTRNB01,2021,10.8755
REGION1,PWRTRNB01,2022,11.0349
REGION1,PWRTRNB01,2023,11.2075
REGION1,PWRTRNB01,2024,11.9166
REGION1,PWRTRNB01,2025,12.157
REGION1,PWRTRNB01,2026,12.5532
REGION1,PWRTRNB01,2027,12.7905
REGION1,PWRTRNB01,2028,13.0085
REGION1,PWRTRNB01,2029,13.2197
REGION1,PWRTRNB01,2030,13.5105
REGION1,PWRTRNB01,2031,13.8307
REGION1,PWRTRNB01,2032,14.1421
REGION1,PWRTRNB01,2033,14.356
REGION1,PWRTRNB01,2034,14.5448
REGION1,PWRTRNB01,2035,14.7417
REGION1,PWRTRNB01,2036,14.9432
REGION1,PWRTRNB01,2037,15.1494
REGION1,PWRTRNB01,2038,15.366
REGION1,PWRTRNB01,2039,15.5831
REGION1,PWRTRNB01,2040,15.8007
REGION1,PWRTRNB01,2041,16.0398
REGION1,PWRTRNB01,2042,16.2592
REGION1,PWRTRNB01,2043,16.4786
REGION1,PWRTRNB01,2044,16.6975
REGION1,PWRTRNB01,2045,16.9169
REGION1,PWRTRNB01,2046,17.1363
REGION1,PWRTRNB01,2047,17.3552
REGION1,PWRTRNB01,2048,17.5746
REGION1,PWRTRNB01,2049,17.794
REGION1,PWRTRNB01,2050,18.0134
REGION1,PWRURNB01,2039,0.1172
REGION1,PWRURNB01,2040,0.2988
REGION1,PWRURNB01,2041,0.4985
REGION1,PWRURNB01,2042,0.6817
REGION1,PWRURNB01,2043,0.9489
REGION1,PWRURNB01,2044,1.1316
REGION1,PWRURNB01,2045,1.324
REGION1,PWRURNB01,2046,1.4628
REGION1,PWRURNB01,2047,1.6013
REGION1,PWRURNB01,2048,1.7401
REGION1,PWRURNB01,2049,1.8789
REGION1,PWRURNB01,2050,2.0177
REGION1,PWRWNDB09,2020,3.2584
REGION1,PWRWNDB09,2021,3.5945
REGION1,PWRWNDB09,2022,3.9204
REGION1,PWRWNDB09,2023,4.2734
REGION1,PWRWNDB09,2024,5.2
REGION1,PWRWNDB09,2025,5.2
REGION1,PWRWNDB09,2026,5.2
REGION1,PWRWNDB09,2027,5.2
REGION1,PWRWNDB09,2028,5.2
REGION1,PWRWNDB09,2029,5.2
REGION1,PWRWNDB09,2030,5.2
REGION1,PWRWNDB09,2031,5.2
REGION1,PWRWNDB09,2032,5.2
REGION1,PWRWNDB09,2033,5.2
REGION1,PWRWNDB09,2034,5.2
REGION1,PWRWNDB09,2035,5.2
REGION1,PWRWNDB09,2036,5.2
REGION1,PWRWNDB09,2037,5.2
REGION1,PWRWNDB09,2038,5.2
REGION1,PWRWNDB09,2039,5.2
REGION1,PWRWNDB09,2040,5.2
REGION1,PWRWNDB09,2041,5.2
REGION1,PWRWNDB09,2042,5.2
REGION1,PWRWNDB09,2043,5.2
REGION1,PWRWNDB09,2044,5.2
REGION1,PWRWNDB09,2045,5.2
REGION1,PWRWNDB09,2046,5.2
REGION1,PWRWNDB09,2047,5.2
REGION1,PWRWNDB09,2048,5.2
REGION1,PWRWNDB09,2049,5.2
REGION1,PWRWNDB09,2050,5.2
REGION1,RNWBIO,2020,235.7268
REGION1,RNWBIO,2021,236.353
REGION1,RNWBIO,2022,236.7268
REGION1,RNWBIO,2023,237.4136
REGION1,RNWBIO,2024,238.2722
REGION1,RNWBIO,2025,237.848
REGION1,RNWBIO,2026,237.7571
REGION1,RNWBIO,2027,237.7773
REGION1,RNWBIO,2028,237.7268
REGION1,RNWBIO,2029,237.1712
REGION1,RNWBIO,2030,236.3934
REGION1,RNWBIO,2031,235.3934
REGION1,RNWBIO,2032,234.252
REGION1,RNWBIO,2033,232.8783
REGION1,RNWBIO,2034,231.252
REGION1,RNWBIO,2035,229.8076
REGION1,RNWBIO,2036,228.2823
REGION1,RNWBIO,2037,226.7369
REGION1,RNWBIO,2038,225.2318
REGION1,RNWBIO,2039,223.7672
REGION1,RNWBIO,2040,222.3632
REGION1,RNWBIO,2041,221.643
REGION1,RNWBIO,2042,220.4187
REGION1,RNWBIO,2043,219.1924
REGION1,RNWBIO,2044,217.9672
REGION1,RNWBIO,2045,216.7419
REGION1,RNWBIO,2046,215.5167
REGION1,RNWBIO,2047,214.2924
REGION1,RNWBIO,2048,213.0662
REGION1,RNWBIO,2049,211.843
REGION1,RNWBIO,2050,210.6157
REGION1,RNWGEO,2025,11.6056
REGION1,RNWGEO,2026,76.2945
REGION1,RNWGEO,2027,115.033
REGION1,RNWGEO,2028,150.6306
REGION1,RNWGEO,2029,185.1064
REGION1,RNWGEO,2030,232.5948
REGION1,RNWGEO,2031,284.8694
REGION1,RNWGEO,2032,335.7231
REGION1,RNWGEO,2033,370.6477
REGION1,RNWGEO,2034,401.459
REGION1,RNWGEO,2035,438.2921
REGION1,RNWGEO,2036,471.1974
REGION1,RNWGEO,2037,513.6759
REGION1,RNWGEO,2038,549.0008
REGION1,RNWGEO,2039,549.0008
REGION1,RNWGEO,2040,549.0008
REGION1,RNWGEO,2041,549.0008
REGION1,RNWGEO,2042,549.0008
REGION1,RNWGEO,2043,549.0008
REGION1,RNWGEO,2044,549.0008
REGION1,RNWGEO,2045,549.0008
REGION1,RNWGEO,2046,549.0008
REGION1,RNWGEO,2047,549.0008
REGION1,RNWGEO,2048,549.0008
REGION1,RNWGEO,2049,549.0008
REGION1,RNWGEO,2050,549.0008
REGION1,RNWHYD,2020,340.2499
REGION1,RNWHYD,2021,342.9656
REGION1,RNWHYD,2022,345.7052
REGION1,RNWHYD,2023,349.1003
REGION1,RNWHYD,2024,361.3774
REGION1,RNWHYD,2025,377.5499
REGION1,RNWHYD,2026,382.7628
REGION1,RNWHYD,2027,385.8846
REGION1,RNWHYD,2028,388.7532
REGION1,RNWHYD,2029,391.5314
REGION1,RNWHYD,2030,395.3583
REGION1,RNWHYD,2031,399.5708
REGION1,RNWHYD,2032,403.6688
REGION1,RNWHYD,2033,406.4832
REGION1,RNWHYD,2034,408.9661
REGION1,RNWHYD,2035,411.4263
REGION1,RNWHYD,2036,414.078
REGION1,RNWHYD,2037,416.5433
REGION1,RNWHYD,2038,418.8055
REGION1,RNWHYD,2039,421.8105
REGION1,RNWHYD,2040,424.6731
REGION1,RNWHYD,2041,427.8198
REGION1,RNWHYD,2042,430.7065
REGION1,RNWHYD,2043,433.0821
REGION1,RNWHYD,2044,435.9628
REGION1,RNWHYD,2045,438.7968
REGION1,RNWHYD,2046,443.3078
REGION1,RNWHYD,2047,447.8094
REGION1,RNWHYD,2048,452.3204
REGION1,RNWHYD,2049,456.8314
REGION1,RNWHYD,2050,461.3424
REGION1,RNWSOL,2020,0.0403
REGION1,RNWSOL,2021,0.0403
REGION1,RNWSOL,2022,0.0403
REGION1,RNWSOL,2023,0.0403
REGION1,RNWSOL,2024,0.0403
REGION1,RNWSOL,2025,0.0403
REGION1,RNWSOL,2026,0.0403
REGION1,RNWSOL,2027,0.0403
REGION1,RNWSOL,2028,0.0403
REGION1,RNWSOL,2029,0.0403
REGION1,RNWSOL,2030,0.0403
REGION1,RNWSOL,2031,0.0403
REGION1,RNWSOL,2032,0.0403
REGION1,RNWSOL,2033,0.0403
REGION1,RNWSOL,2034,0.0403
REGION1,RNWSOL,2035,0.0403
REGION1,RNWSOL,2036,0.0403
REGION1,RNWSOL,2037,0.0403
REGION1,RNWSOL,2038,12.4604
REGION1,RNWSOL,2039,34.2931
REGION1,RNWSOL,2040,34.2931
REGION1,RNWSOL,2041,34.2528
REGION1,RNWSOL,2042,34.2528
REGION1,RNWSOL,2043,34.2528
REGION1,RNWSOL,2044,34.2528
REGION1,RNWSOL,2045,34.2528
REGION1,RNWSOL,2046,34.2528
REGION1,RNWSOL,2047,34.2528
REGION1,RNWSOL,2048,34.2528
REGION1,RNWSOL,2049,34.2528
REGION1,RNWSOL,2050,34.2528
REGION1,RNWWND,2020,208.0146
REGION1,RNWWND,2021,226.512
REGION1,RNWWND,2022,244.4425
REGION1,RNWWND,2023,263.8673
REGION1,RNWWND,2024,314.8577
REGION1,RNWWND,2025,314.8577
REGION1,RNWWND,2026,314.8577
REGION1,RNWWND,2027,314.8577
REGION1,RNWWND,2028,314.8577
REGION1,RNWWND,2029,314.8577
REGION1,RNWWND,2030,314.8577
REGION1,RNWWND,2031,314.8577
REGION1,RNWWND,2032,314.8577
REGION1,RNWWND,2033,314.8577
REGION1,RNWWND,2034,314.8577
REGION1,RNWWND,2035,312.4214
REGION1,RNWWND,2036,312.4214
REGION1,RNWWND,2037,307.849
REGION1,RNWWND,2038,301.88
REGION1,RNWWND,2039,296.3142
REGION1,RNWWND,2040,296.3142
REGION1,RNWWND,2041,296.3142
REGION1,RNWWND,2042,296.3142
REGION1,RNWWND,2043,287.1023
REGION1,RNWWND,2044,287.1023
REGION1,RNWWND,2045,286.1446
REGION1,RNWWND,2046,286.1446
REGION1,RNWWND,2047,286.1446
REGION1,RNWWND,2048,286.1446
REGION1,RNWWND,2049,286.1446
REGION1,RNWWND,2050,286.1446
